Transaction_Date,Amount,Merchant_Category,Card_Type,Transaction_Type,Country,Is_International,Is_Chip,Is_Pin_Used,Distance_From_Home,Hour_of_Day,Device_Type,Fraud_Flag,Day_of_Week,Is_Weekend,Is_Night,Amount_Avg_Per_Customer,Amount_Diff,High_Deviation,Freq_Transactions,Is_First_Transaction,Suspicious_Distance,No_Pin_Chip,Risk_Score
2024-02-01 13:55:07,55.22,Health,Debit,ATM,France,1,1,0,1.5,13,Terminal,0,Thursday,False,0,109.81333333333332,-54.59333333333333,0,6,0,0,0,2.0
2024-09-28 18:35:07,42.75,Entertainment,Debit,POS,Canada,1,0,1,0.38,18,Web,1,Saturday,True,0,187.5633333333333,-144.8133333333333,0,6,0,0,0,2.0
2025-05-26 05:34:21,418.19,Food,Debit,POS,USA,0,1,1,7.31,5,Terminal,0,Monday,False,1,126.93857142857142,291.25142857142856,1,7,0,1,0,4.8
2024-12-16 04:21:18,212.28,Travel,Gold,POS,France,0,1,1,1.56,4,Web,1,Monday,False,1,114.70333333333332,97.57666666666668,0,3,0,0,0,3.3
2025-09-07 08:28:36,151.25,Food,Credit,Online,India,0,0,0,5.26,8,Mobile,1,Sunday,True,0,140.98,10.27000000000001,0,7,1,1,1,5.5
2024-04-21 01:57:29,102.55,Utilities,Debit,Online,Canada,1,0,0,1.83,1,Web,1,Sunday,True,1,116.9914285714286,-14.441428571428588,0,7,0,0,1,5.3
2024-09-21 02:17:23,378.27,Entertainment,Credit,ATM,Canada,0,0,1,0.76,2,Terminal,1,Saturday,True,1,134.96999999999997,243.3,0,5,1,0,0,3.3
2024-03-06 16:49:11,79.86,Electronics,Credit,Online,Canada,0,0,0,2.24,16,Mobile,1,Wednesday,False,0,106.29857142857144,-26.43857142857144,0,7,0,0,1,2.0
2025-01-22 23:35:21,270.37,Electronics,Platinum,ATM,Australia,0,0,0,10.65,23,Mobile,1,Wednesday,False,0,146.71800000000002,123.652,0,5,0,1,1,5.5
2025-02-06 05:30:53,81.16,Fuel,Gold,POS,Canada,0,0,0,0.2,5,Mobile,0,Thursday,False,1,65.3975,15.762500000000005,0,4,0,0,1,3.3
2024-05-15 05:12:13,254.41,Fuel,Gold,Online,Canada,0,0,0,7.93,5,Mobile,1,Wednesday,False,1,157.605,96.805,0,6,0,1,1,6.8
2024-10-31 18:55:44,75.59,Fuel,Debit,ATM,UK,0,1,0,0.24,18,Web,0,Thursday,False,0,147.076,-71.48599999999999,0,10,0,0,0,0.0
2024-09-22 21:28:09,372.79,Entertainment,Debit,Online,Germany,0,0,0,10.08,21,Terminal,1,Sunday,True,0,214.0988888888889,158.69111111111113,0,9,0,1,1,5.5
2024-09-30 15:06:53,119.84,Electronics,Platinum,ATM,Singapore,0,1,0,9.02,15,Mobile,0,Monday,False,0,100.11666666666667,19.72333333333333,0,6,0,1,0,3.5
2025-08-22 03:02:36,102.49,Clothing,Gold,ATM,UK,0,0,0,10.31,3,Web,1,Friday,False,1,80.29166666666667,22.198333333333323,0,6,0,1,1,4.8
2024-11-22 00:08:29,71.35,Travel,Credit,Online,UK,0,1,0,0.27,0,Web,0,Friday,False,1,75.96,-4.609999999999999,0,4,0,0,0,1.3
2024-05-16 00:24:59,64.56,Entertainment,Credit,POS,Canada,0,0,1,1.14,0,Terminal,1,Thursday,False,1,79.76166666666667,-15.201666666666668,0,6,0,0,0,1.3
2025-09-19 07:19:28,159.4,Clothing,Gold,Online,Australia,0,0,0,8.27,7,Web,1,Friday,False,0,102.22142857142856,57.178571428571445,0,7,1,1,1,5.5
2024-06-24 05:00:40,69.67,Travel,Credit,Online,Canada,0,0,0,8.65,5,Mobile,1,Monday,False,1,107.74875,-38.07875,0,8,0,1,1,4.8
2025-07-01 01:45:32,519.81,Fuel,Debit,ATM,USA,0,0,1,13.52,1,Mobile,0,Tuesday,False,1,220.69,299.12,0,5,0,1,0,4.8
2025-06-13 09:06:47,134.91,Entertainment,Credit,Online,Singapore,0,0,0,1.64,9,Web,0,Friday,False,0,149.372,-14.462000000000018,0,5,0,0,1,4.0
2024-02-03 03:43:01,113.65,Travel,Debit,ATM,Canada,0,0,0,0.49,3,Web,1,Saturday,True,1,141.21625,-27.56625,0,8,0,0,1,5.3
2025-09-07 19:32:07,101.4,Health,Credit,ATM,Singapore,0,0,0,4.3,19,Web,1,Sunday,True,0,177.264,-75.864,0,5,0,1,1,3.5
2024-12-04 02:22:50,230.26,Entertainment,Debit,POS,USA,1,0,0,0.55,2,Terminal,0,Wednesday,False,1,159.7342857142857,70.52571428571429,0,7,0,0,1,7.3
2024-11-10 18:09:41,246.42,Travel,Debit,ATM,Singapore,0,0,0,0.3,18,Web,1,Sunday,True,0,165.74,80.67999999999998,0,6,0,0,1,4.0
2025-01-20 15:53:37,26.48,Electronics,Credit,Online,Singapore,0,0,0,3.57,15,Mobile,0,Monday,False,0,219.02,-192.54,0,15,1,1,1,3.5
2025-08-12 23:42:25,156.55,Groceries,Gold,ATM,UK,0,0,0,6.97,23,Mobile,0,Tuesday,False,0,124.391,32.159000000000006,0,10,0,1,1,5.5
2025-08-15 22:26:57,46.57,Entertainment,Platinum,POS,India,0,0,0,0.16,22,Mobile,1,Friday,False,0,187.9,-141.33,0,7,0,0,1,2.0
2024-01-13 03:01:58,100.54,Online Services,Gold,Online,USA,0,0,0,5.75,3,Terminal,1,Saturday,True,1,104.40666666666668,-3.86666666666666,0,9,0,1,1,4.8
2024-07-26 23:07:35,111.44,Electronics,Gold,Online,UK,0,0,0,1.84,23,Terminal,1,Friday,False,0,65.045,46.395,0,4,0,0,1,4.0
2025-06-17 20:35:52,239.45,Utilities,Gold,Online,Germany,0,1,1,2.6,20,Web,1,Tuesday,False,0,173.56,65.88999999999999,0,4,0,0,0,2.0
2025-05-21 03:38:05,157.45,Utilities,Platinum,Online,India,0,0,0,15.55,3,Mobile,1,Wednesday,False,1,94.69,62.75999999999999,0,5,1,1,1,6.8
2024-04-07 00:47:21,26.28,Electronics,Platinum,Online,Australia,0,1,1,3.86,0,Terminal,1,Sunday,True,1,136.37166666666667,-110.09166666666668,0,6,1,1,0,2.8
2024-05-19 08:37:07,337.05,Utilities,Debit,POS,UK,0,0,0,1.82,8,Web,0,Sunday,True,0,255.048,82.00200000000001,0,5,0,0,1,4.0
2025-01-28 19:18:06,77.76,Health,Debit,POS,Australia,0,0,0,2.54,19,Web,1,Tuesday,False,0,58.56,19.200000000000003,0,5,0,0,1,2.0
2025-02-22 00:34:04,24.0,Food,Gold,POS,India,0,0,0,17.27,0,Terminal,0,Saturday,True,1,129.1175,-105.1175,0,4,0,1,1,4.8
2025-02-13 05:17:19,180.02,Electronics,Debit,Online,Germany,0,0,0,7.25,5,Web,0,Thursday,False,1,110.83,69.19,0,7,0,1,1,6.8
2024-10-19 00:15:55,316.11,Fuel,Debit,ATM,UK,0,0,0,7.63,0,Terminal,1,Saturday,True,1,168.69125,147.41875000000002,0,8,0,1,1,6.8
2025-06-30 08:03:05,333.16,Fuel,Debit,POS,Singapore,0,1,0,6.94,8,Terminal,0,Monday,False,0,169.44625,163.71375000000003,0,8,0,1,0,3.5
2025-03-17 00:39:11,68.64,Utilities,Credit,Online,Germany,0,1,1,13.22,0,Web,1,Monday,False,1,86.715,-18.075000000000003,0,2,0,1,0,2.8
2025-09-07 20:22:46,362.85,Online Services,Platinum,Online,Germany,1,1,0,2.46,20,Terminal,1,Sunday,True,0,193.652,169.19800000000004,0,5,0,0,0,4.0
2025-04-04 00:30:02,118.85,Entertainment,Credit,Online,Australia,0,0,0,0.1,0,Mobile,1,Friday,False,1,180.164,-61.31400000000002,0,5,0,0,1,5.3
2025-01-23 18:21:36,55.39,Fuel,Platinum,ATM,UK,0,1,0,2.48,18,Terminal,1,Thursday,False,0,134.0025,-78.6125,0,4,0,0,0,0.0
2025-06-30 17:04:48,175.65,Travel,Platinum,Online,Australia,0,0,0,2.84,17,Terminal,1,Monday,False,0,177.35,-1.6999999999999886,0,7,0,0,1,4.0
2024-03-01 20:22:10,54.31,Food,Gold,ATM,France,1,0,0,0.37,20,Mobile,1,Friday,False,0,86.1275,-31.817499999999995,0,4,0,0,1,4.0
2025-05-10 21:58:01,54.7,Travel,Platinum,POS,Germany,0,0,0,3.07,21,Web,1,Saturday,True,0,92.84375,-38.14375,0,8,0,0,1,2.0
2024-06-08 21:48:52,62.29,Travel,Gold,POS,USA,0,0,1,12.9,21,Terminal,0,Saturday,True,0,122.656,-60.36599999999999,0,10,0,1,0,1.5
2025-05-14 17:39:34,54.5,Travel,Gold,Online,India,0,0,0,1.89,17,Web,0,Wednesday,False,0,110.33285714285716,-55.83285714285715,0,7,0,0,1,2.0
2024-05-05 14:04:31,31.33,Utilities,Debit,ATM,Germany,0,0,0,0.22,14,Mobile,0,Sunday,True,0,136.13,-104.8,0,9,0,0,1,2.0
2024-06-01 16:09:46,273.02,Groceries,Gold,Online,Canada,0,0,0,1.94,16,Mobile,0,Saturday,True,0,187.2775,85.74249999999998,0,4,0,0,1,4.0
2024-12-17 22:07:06,178.49,Online Services,Debit,POS,UK,0,1,0,9.85,22,Web,0,Tuesday,False,0,97.69125,80.79875000000001,0,8,1,1,0,3.5
2024-03-24 11:50:08,121.69,Utilities,Platinum,ATM,UK,0,0,0,2.15,11,Terminal,1,Sunday,True,0,198.35666666666663,-76.66666666666666,0,6,0,0,1,4.0
2025-06-07 08:38:40,75.65,Clothing,Gold,ATM,Australia,0,1,0,1.56,8,Web,1,Saturday,True,0,222.51125,-146.86124999999998,0,8,0,0,0,0.0
2024-10-10 01:38:19,44.87,Entertainment,Gold,POS,France,0,1,1,1.34,1,Terminal,1,Thursday,False,1,126.71125,-81.84125,0,8,1,0,0,1.3
2025-08-29 10:37:09,57.17,Food,Credit,POS,India,0,0,0,6.2,10,Mobile,0,Friday,False,0,243.892,-186.722,0,5,0,1,1,3.5
2025-05-07 04:49:46,176.94,Electronics,Gold,Online,France,1,0,0,4.15,4,Web,0,Wednesday,False,1,108.00333333333332,68.93666666666667,0,3,0,1,1,8.8
2024-12-03 12:00:35,242.95,Electronics,Credit,Online,Singapore,1,0,0,2.74,12,Mobile,0,Tuesday,False,0,156.366,86.584,0,5,0,0,1,6.0
2025-01-17 15:13:08,156.28,Utilities,Debit,ATM,Germany,1,0,0,0.81,15,Terminal,0,Friday,False,0,114.18833333333332,42.09166666666667,0,6,0,0,1,6.0
2025-04-19 06:13:12,160.17,Online Services,Debit,Online,USA,0,0,0,10.77,6,Terminal,1,Saturday,True,0,115.36285714285714,44.80714285714285,0,7,0,1,1,5.5
2024-06-09 17:09:13,30.52,Fuel,Platinum,POS,Canada,0,1,0,2.33,17,Terminal,1,Sunday,True,0,115.25555555555556,-84.73555555555555,0,9,0,0,0,0.0
2024-11-09 17:11:53,231.26,Travel,Platinum,ATM,Singapore,0,0,1,1.43,17,Terminal,1,Saturday,True,0,116.15500000000002,115.10499999999998,0,6,0,0,0,2.0
2025-09-10 18:53:05,682.29,Travel,Gold,ATM,Australia,0,0,0,10.18,18,Mobile,0,Wednesday,False,0,245.784,436.506,0,10,0,1,1,5.5
2024-07-17 10:40:19,87.32,Online Services,Gold,Online,Singapore,0,0,1,2.33,10,Mobile,0,Wednesday,False,0,132.45000000000002,-45.13000000000002,0,3,1,0,0,0.0
2024-06-08 14:20:55,41.03,Entertainment,Debit,ATM,Germany,1,0,1,0.07,14,Terminal,1,Saturday,True,0,226.25,-185.22,0,7,1,0,0,2.0
2025-06-16 12:48:14,78.3,Entertainment,Debit,Online,Canada,0,0,0,13.82,12,Terminal,1,Monday,False,0,135.87833333333333,-57.57833333333333,0,12,0,1,1,3.5
2024-04-14 06:07:16,60.31,Online Services,Debit,ATM,India,0,0,0,1.6,6,Terminal,0,Sunday,True,0,171.575,-111.265,0,4,0,0,1,2.0
2024-12-10 19:24:54,279.08,Fuel,Credit,POS,Australia,0,0,1,0.02,19,Mobile,0,Tuesday,False,0,188.7625,90.3175,0,4,1,0,0,2.0
2024-06-16 13:41:19,30.61,Online Services,Platinum,POS,Australia,0,1,0,2.47,13,Mobile,1,Sunday,True,0,105.21142857142856,-74.60142857142857,0,7,0,0,0,0.0
2024-02-26 06:51:57,109.28,Utilities,Credit,ATM,USA,0,0,0,7.88,6,Mobile,1,Monday,False,0,126.236,-16.95599999999999,0,5,0,1,1,5.5
2024-09-09 19:54:24,118.92,Food,Platinum,POS,Canada,0,0,1,22.85,19,Mobile,0,Monday,False,0,111.202,7.7180000000000035,0,5,0,1,0,3.5
2024-12-26 02:50:50,63.43,Entertainment,Gold,POS,France,0,0,0,7.25,2,Terminal,1,Thursday,False,1,112.68444444444444,-49.25444444444445,0,9,0,1,1,4.8
2024-02-18 05:40:19,56.12,Health,Platinum,ATM,Germany,0,0,0,2.55,5,Web,1,Sunday,True,1,132.98363636363635,-76.86363636363635,0,11,0,0,1,3.3
2025-03-12 19:27:43,317.85,Utilities,Gold,Online,USA,1,1,0,2.22,19,Mobile,0,Wednesday,False,0,209.1357142857143,108.71428571428572,0,7,0,0,0,4.0
2024-07-27 00:58:42,421.93,Entertainment,Debit,POS,France,0,0,0,11.38,0,Mobile,1,Saturday,True,1,171.8275,250.1025,0,4,0,1,1,6.8
2024-07-19 08:23:38,93.23,Groceries,Credit,POS,UK,0,0,1,20.73,8,Web,0,Friday,False,0,149.53375,-56.30375,0,8,1,1,0,1.5
2024-01-14 05:49:42,561.66,Electronics,Platinum,Online,Germany,0,0,0,6.15,5,Terminal,1,Sunday,True,1,154.73999999999998,406.92,1,9,0,1,1,6.8
2025-09-15 12:31:24,157.75,Clothing,Credit,ATM,Singapore,0,0,0,0.63,12,Terminal,1,Monday,False,0,114.278,43.47200000000001,0,5,1,0,1,4.0
2024-01-24 05:56:51,16.35,Groceries,Debit,POS,India,0,1,0,14.16,5,Mobile,1,Wednesday,False,1,106.63,-90.28,0,7,0,1,0,2.8
2025-04-15 03:12:24,121.5,Online Services,Platinum,Online,Australia,0,0,1,2.34,3,Web,0,Tuesday,False,1,144.9375,-23.4375,0,8,0,0,0,3.3
2024-06-06 05:09:16,592.56,Travel,Credit,POS,France,0,0,0,0.01,5,Web,1,Thursday,False,1,208.97,383.59,0,10,0,0,1,5.3
2025-04-15 00:53:27,205.73,Groceries,Credit,ATM,Singapore,0,0,0,4.53,0,Mobile,0,Tuesday,False,1,200.12833333333333,5.60166666666666,0,6,0,1,1,6.8
2025-07-29 11:53:28,120.65,Fuel,Debit,POS,France,0,0,0,31.03,11,Web,0,Tuesday,False,0,79.098,41.55200000000001,0,5,0,1,1,5.5
2025-08-27 00:13:17,214.92,Utilities,Gold,Online,USA,0,0,0,2.28,0,Mobile,1,Wednesday,False,1,96.952,117.968,0,10,0,0,1,5.3
2024-02-02 03:30:43,39.18,Travel,Debit,ATM,Singapore,0,0,0,22.39,3,Web,1,Friday,False,1,104.17142857142858,-64.99142857142857,0,7,0,1,1,4.8
2024-06-27 02:37:44,112.17,Clothing,Credit,ATM,Australia,0,0,0,4.79,2,Terminal,1,Thursday,False,1,62.05,50.120000000000005,0,4,1,1,1,6.8
2024-10-10 16:43:25,12.3,Groceries,Debit,Online,Germany,0,0,0,1.88,16,Mobile,1,Thursday,False,0,106.68857142857144,-94.38857142857144,0,7,1,0,1,2.0
2025-02-07 14:22:34,63.18,Health,Gold,Online,France,0,1,0,3.99,14,Mobile,0,Friday,False,0,141.31199999999998,-78.13199999999998,0,10,0,1,0,1.5
2025-09-18 12:42:19,600.05,Electronics,Credit,Online,Singapore,0,0,0,0.73,12,Mobile,1,Thursday,False,0,236.28125,363.76875,0,8,0,0,1,4.0
2024-03-31 19:43:16,57.64,Groceries,Gold,POS,Australia,0,0,0,5.55,19,Terminal,0,Sunday,True,0,115.57166666666666,-57.93166666666666,0,6,0,1,1,3.5
2025-04-29 05:54:35,143.96,Travel,Platinum,ATM,Australia,1,1,0,5.78,5,Mobile,1,Tuesday,False,1,186.29,-42.329999999999984,0,4,0,1,0,6.8
2025-06-22 07:47:53,95.83,Clothing,Gold,Online,India,0,0,0,2.95,7,Web,1,Sunday,True,0,199.265,-103.435,0,4,0,0,1,2.0
2024-02-23 00:10:41,327.81,Entertainment,Platinum,ATM,UK,0,0,0,4.39,0,Web,1,Friday,False,1,176.69142857142856,151.11857142857144,0,7,0,1,1,6.8
2024-09-27 11:16:44,138.91,Groceries,Gold,POS,France,0,0,0,10.17,11,Mobile,0,Friday,False,0,156.03307692307692,-17.123076923076923,0,13,0,1,1,5.5
2024-10-25 08:43:16,171.79,Clothing,Credit,ATM,Canada,1,0,0,7.06,8,Web,0,Friday,False,0,177.37428571428572,-5.584285714285727,0,7,1,1,1,7.5
2024-06-07 04:24:44,40.09,Clothing,Credit,ATM,India,1,1,0,3.54,4,Mobile,1,Friday,False,1,85.97285714285714,-45.882857142857134,0,7,0,1,0,4.8
2025-01-20 03:27:46,622.7,Electronics,Gold,Online,UK,1,1,0,3.61,3,Mobile,0,Monday,False,1,231.325,391.375,0,4,0,1,0,6.8
2025-07-30 09:56:14,16.96,Travel,Platinum,ATM,Germany,0,0,0,1.72,9,Web,1,Wednesday,False,0,112.1925,-95.23250000000002,0,4,0,0,1,2.0
2025-04-01 09:38:25,66.81,Clothing,Gold,ATM,India,1,0,0,8.17,9,Mobile,0,Tuesday,False,0,85.08166666666666,-18.27166666666666,0,6,0,1,1,5.5
2024-03-02 21:53:48,160.26,Electronics,Gold,POS,Germany,1,0,0,1.54,21,Mobile,1,Saturday,True,0,91.75625,68.50375,0,8,0,0,1,6.0
2024-06-20 04:22:12,259.15,Clothing,Platinum,ATM,UK,0,0,1,0.2,4,Mobile,0,Thursday,False,1,124.46,134.69,0,5,0,0,0,3.3
2024-12-10 04:14:06,58.36,Online Services,Credit,POS,UK,0,0,0,0.78,4,Mobile,0,Tuesday,False,1,95.352,-36.992,0,5,1,0,1,3.3
2024-09-28 20:39:17,42.13,Travel,Credit,POS,Canada,1,0,0,0.82,20,Mobile,1,Saturday,True,0,228.48857142857145,-186.35857142857145,0,7,0,0,1,4.0
2024-07-05 08:26:03,221.17,Fuel,Gold,POS,Singapore,0,0,0,5.81,8,Web,0,Friday,False,0,123.626,97.54399999999998,0,5,1,1,1,5.5
2024-08-03 13:08:35,179.02,Fuel,Debit,POS,Germany,0,0,0,12.5,13,Web,0,Saturday,True,0,109.89166666666668,69.12833333333334,0,12,0,1,1,5.5
2024-12-17 07:45:08,137.32,Fuel,Debit,ATM,India,1,0,0,0.08,7,Web,1,Tuesday,False,0,165.2811111111111,-27.96111111111111,0,9,0,0,1,6.0
2025-07-13 16:04:46,142.62,Groceries,Gold,Online,India,0,0,0,12.57,16,Terminal,1,Sunday,True,0,142.1175,0.5024999999999977,0,8,0,1,1,5.5
2025-04-25 22:01:30,20.25,Online Services,Gold,Online,UK,0,0,0,5.17,22,Mobile,1,Friday,False,0,137.01444444444445,-116.76444444444444,0,9,0,1,1,3.5
2024-02-12 21:58:26,181.69,Electronics,Credit,ATM,India,0,1,0,1.13,21,Terminal,1,Monday,False,0,117.57285714285716,64.11714285714285,0,7,0,0,0,2.0
2025-02-09 21:39:27,287.74,Online Services,Debit,Online,India,0,0,0,10.73,21,Terminal,0,Sunday,True,0,180.56,107.18,0,9,0,1,1,5.5
2024-10-27 10:45:55,39.95,Food,Debit,Online,Singapore,0,0,0,0.38,10,Mobile,0,Sunday,True,0,65.53666666666668,-25.586666666666677,0,3,0,0,1,2.0
2024-04-16 17:19:19,152.84,Electronics,Debit,ATM,Canada,0,0,0,0.26,17,Terminal,1,Tuesday,False,0,68.284,84.556,0,5,0,0,1,4.0
2025-01-02 05:53:09,60.31,Groceries,Gold,Online,Singapore,0,0,0,5.23,5,Terminal,0,Thursday,False,1,164.25777777777776,-103.94777777777776,0,9,0,1,1,4.8
2025-06-21 15:34:53,48.25,Entertainment,Debit,ATM,France,0,0,0,15.57,15,Web,1,Saturday,True,0,128.29142857142855,-80.04142857142855,0,7,1,1,1,3.5
